Year,Data_subsample,Time_resolution,Confidence_interval,Externality,Damages_model,Marginal_or_average,Value
2011,Full dataset,Intra-day,P2.5,Climate,AP2,Marginal,20495978
2011,Full dataset,Intra-day,P2.5,Health,AP2,Marginal,9437236
2011,Full dataset,Intra-day,P2.5,Capacity,AP2,Marginal,27397856
2011,Full dataset,Intra-day,P2.5,Capacity,AP2,Average,27397856
2011,Full dataset,Intra-day,P2.5,Capacity,EASIUR,Marginal,27397856
2011,Full dataset,Intra-day,P2.5,Capacity,EASIUR,Average,27397856
2011,Full dataset,Intra-day,Mean,Climate,AP2,Marginal,26376213
2011,Full dataset,Intra-day,Mean,Health,AP2,Marginal,12132004
2011,Full dataset,Intra-day,Mean,Capacity,AP2,Marginal,34632769
2011,Full dataset,Intra-day,Mean,Capacity,AP2,Average,34632769
2011,Full dataset,Intra-day,Mean,Capacity,EASIUR,Marginal,34632769
2011,Full dataset,Intra-day,Mean,Capacity,EASIUR,Average,34632769
2011,Full dataset,Intra-day,P97.5,Climate,AP2,Marginal,32410501
2011,Full dataset,Intra-day,P97.5,Health,AP2,Marginal,14897520
2011,Full dataset,Intra-day,P97.5,Capacity,AP2,Marginal,42063092
2011,Full dataset,Intra-day,P97.5,Capacity,AP2,Average,42063092
2011,Full dataset,Intra-day,P97.5,Capacity,EASIUR,Marginal,42063092
2011,Full dataset,Intra-day,P97.5,Capacity,EASIUR,Average,42063092
2011,Full dataset,Time-invariant,P2.5,Climate,AP2,Marginal,20911205
2011,Full dataset,Time-invariant,P2.5,Health,AP2,Marginal,9553420
2011,Full dataset,Time-invariant,P2.5,Capacity,AP2,Marginal,24556222
2011,Full dataset,Time-invariant,P2.5,Capacity,AP2,Average,24556222
2011,Full dataset,Time-invariant,P2.5,Capacity,EASIUR,Marginal,24556222
2011,Full dataset,Time-invariant,P2.5,Capacity,EASIUR,Average,24556222
2011,Full dataset,Time-invariant,Mean,Climate,AP2,Marginal,25910513
2011,Full dataset,Time-invariant,Mean,Health,AP2,Marginal,11837387
2011,Full dataset,Time-invariant,Mean,Capacity,AP2,Marginal,30426955
2011,Full dataset,Time-invariant,Mean,Capacity,AP2,Average,30426955
2011,Full dataset,Time-invariant,Mean,Capacity,EASIUR,Marginal,30426955
2011,Full dataset,Time-invariant,Mean,Capacity,EASIUR,Average,30426955
2011,Full dataset,Time-invariant,P97.5,Climate,AP2,Marginal,31020564
2011,Full dataset,Time-invariant,P97.5,Health,AP2,Marginal,14171947
2011,Full dataset,Time-invariant,P97.5,Capacity,AP2,Marginal,36427735
2011,Full dataset,Time-invariant,P97.5,Capacity,AP2,Average,36427735
2011,Full dataset,Time-invariant,P97.5,Capacity,EASIUR,Marginal,36427735
2011,Full dataset,Time-invariant,P97.5,Capacity,EASIUR,Average,36427735
2011,Summer,Intra-day,P2.5,Climate,AP2,Marginal,7792253
2011,Summer,Intra-day,P2.5,Health,AP2,Marginal,3663431
2011,Summer,Intra-day,P2.5,Capacity,AP2,Marginal,34135110
2011,Summer,Intra-day,P2.5,Capacity,AP2,Average,34135110
2011,Summer,Intra-day,P2.5,Capacity,EASIUR,Marginal,34135110
2011,Summer,Intra-day,P2.5,Capacity,EASIUR,Average,34135110
2011,Summer,Intra-day,Mean,Climate,AP2,Marginal,10570700
2011,Summer,Intra-day,Mean,Health,AP2,Marginal,4960001
2011,Summer,Intra-day,Mean,Capacity,AP2,Marginal,45211557
2011,Summer,Intra-day,Mean,Capacity,AP2,Average,45211557
2011,Summer,Intra-day,Mean,Capacity,EASIUR,Marginal,45211557
2011,Summer,Intra-day,Mean,Capacity,EASIUR,Average,45211557
2011,Summer,Intra-day,P97.5,Climate,AP2,Marginal,13447294
2011,Summer,Intra-day,P97.5,Health,AP2,Marginal,6302471
2011,Summer,Intra-day,P97.5,Capacity,AP2,Marginal,56688065
2011,Summer,Intra-day,P97.5,Capacity,AP2,Average,56688065
2011,Summer,Intra-day,P97.5,Capacity,EASIUR,Marginal,56688065
2011,Summer,Intra-day,P97.5,Capacity,EASIUR,Average,56688065
2011,Summer,Time-invariant,P2.5,Climate,AP2,Marginal,7853064
2011,Summer,Time-invariant,P2.5,Health,AP2,Marginal,3651996
2011,Summer,Time-invariant,P2.5,Capacity,AP2,Marginal,30079504
2011,Summer,Time-invariant,P2.5,Capacity,AP2,Average,30079504
2011,Summer,Time-invariant,P2.5,Capacity,EASIUR,Marginal,30079504
2011,Summer,Time-invariant,P2.5,Capacity,EASIUR,Average,30079504
2011,Summer,Time-invariant,Mean,Climate,AP2,Marginal,10269086
2011,Summer,Time-invariant,Mean,Health,AP2,Marginal,4775545
2011,Summer,Time-invariant,Mean,Capacity,AP2,Marginal,39333569
2011,Summer,Time-invariant,Mean,Capacity,AP2,Average,39333569
2011,Summer,Time-invariant,Mean,Capacity,EASIUR,Marginal,39333569
2011,Summer,Time-invariant,Mean,Capacity,EASIUR,Average,39333569
2011,Summer,Time-invariant,P97.5,Climate,AP2,Marginal,12758991
2011,Summer,Time-invariant,P97.5,Health,AP2,Marginal,5933453
2011,Summer,Time-invariant,P97.5,Capacity,AP2,Marginal,48870625
2011,Summer,Time-invariant,P97.5,Capacity,AP2,Average,48870625
2011,Summer,Time-invariant,P97.5,Capacity,EASIUR,Marginal,48870625
2011,Summer,Time-invariant,P97.5,Capacity,EASIUR,Average,48870625
2011,Winter,Intra-day,P2.5,Climate,AP2,Marginal,12410284
2011,Winter,Intra-day,P2.5,Health,AP2,Marginal,6198059
2011,Winter,Intra-day,P2.5,Capacity,AP2,Marginal,23217581
2011,Winter,Intra-day,P2.5,Capacity,AP2,Average,23217581
2011,Winter,Intra-day,P2.5,Capacity,EASIUR,Marginal,23217581
2011,Winter,Intra-day,P2.5,Capacity,EASIUR,Average,23217581
2011,Winter,Intra-day,Mean,Climate,AP2,Marginal,16464301
2011,Winter,Intra-day,Mean,Health,AP2,Marginal,8219577
2011,Winter,Intra-day,Mean,Capacity,AP2,Marginal,30377465
2011,Winter,Intra-day,Mean,Capacity,AP2,Average,30377465
2011,Winter,Intra-day,Mean,Capacity,EASIUR,Marginal,30377465
2011,Winter,Intra-day,Mean,Capacity,EASIUR,Average,30377465
2011,Winter,Intra-day,P97.5,Climate,AP2,Marginal,20632258
2011,Winter,Intra-day,P97.5,Health,AP2,Marginal,10297980
2011,Winter,Intra-day,P97.5,Capacity,AP2,Marginal,37745638
2011,Winter,Intra-day,P97.5,Capacity,AP2,Average,37745638
2011,Winter,Intra-day,P97.5,Capacity,EASIUR,Marginal,37745638
2011,Winter,Intra-day,P97.5,Capacity,EASIUR,Average,37745638
2011,Winter,Time-invariant,P2.5,Climate,AP2,Marginal,12896392
2011,Winter,Time-invariant,P2.5,Health,AP2,Marginal,6420051
2011,Winter,Time-invariant,P2.5,Capacity,AP2,Marginal,21719790
2011,Winter,Time-invariant,P2.5,Capacity,AP2,Average,21719790
2011,Winter,Time-invariant,P2.5,Capacity,EASIUR,Marginal,21719790
2011,Winter,Time-invariant,P2.5,Capacity,EASIUR,Average,21719790
2011,Winter,Time-invariant,Mean,Climate,AP2,Marginal,16272256
2011,Winter,Time-invariant,Mean,Health,AP2,Marginal,8100615
2011,Winter,Time-invariant,Mean,Capacity,AP2,Marginal,27405338
2011,Winter,Time-invariant,Mean,Capacity,AP2,Average,27405338
2011,Winter,Time-invariant,Mean,Capacity,EASIUR,Marginal,27405338
2011,Winter,Time-invariant,Mean,Capacity,EASIUR,Average,27405338
2011,Winter,Time-invariant,P97.5,Climate,AP2,Marginal,19726582
2011,Winter,Time-invariant,P97.5,Health,AP2,Marginal,9820239
2011,Winter,Time-invariant,P97.5,Capacity,AP2,Marginal,33223030
2011,Winter,Time-invariant,P97.5,Capacity,AP2,Average,33223030
2011,Winter,Time-invariant,P97.5,Capacity,EASIUR,Marginal,33223030
2011,Winter,Time-invariant,P97.5,Capacity,EASIUR,Average,33223030
2011,Coast,Intra-day,P2.5,Climate,AP2,Marginal,987253.4
2011,Coast,Intra-day,P2.5,Health,AP2,Marginal,464467.6
2011,Coast,Intra-day,P2.5,Capacity,AP2,Marginal,2152750
2011,Coast,Intra-day,P2.5,Capacity,AP2,Average,2152750
2011,Coast,Intra-day,P2.5,Capacity,EASIUR,Marginal,2152750
2011,Coast,Intra-day,P2.5,Capacity,EASIUR,Average,2152750
2011,Coast,Intra-day,Mean,Climate,AP2,Marginal,3059890
2011,Coast,Intra-day,Mean,Health,AP2,Marginal,1411235
2011,Coast,Intra-day,Mean,Capacity,AP2,Marginal,4688528
2011,Coast,Intra-day,Mean,Capacity,AP2,Average,4688528
2011,Coast,Intra-day,Mean,Capacity,EASIUR,Marginal,4688528
2011,Coast,Intra-day,Mean,Capacity,EASIUR,Average,4688528
2011,Coast,Intra-day,P97.5,Climate,AP2,Marginal,5270981
2011,Coast,Intra-day,P97.5,Health,AP2,Marginal,2421367
2011,Coast,Intra-day,P97.5,Capacity,AP2,Marginal,7400078
2011,Coast,Intra-day,P97.5,Capacity,AP2,Average,7400078
2011,Coast,Intra-day,P97.5,Capacity,EASIUR,Marginal,7400078
2011,Coast,Intra-day,P97.5,Capacity,EASIUR,Average,7400078
2011,Coast,Time-invariant,P2.5,Climate,AP2,Marginal,1140568
2011,Coast,Time-invariant,P2.5,Health,AP2,Marginal,519381.5
2011,Coast,Time-invariant,P2.5,Capacity,AP2,Marginal,1304360
2011,Coast,Time-invariant,P2.5,Capacity,AP2,Average,1304360
2011,Coast,Time-invariant,P2.5,Capacity,EASIUR,Marginal,1304360
2011,Coast,Time-invariant,P2.5,Capacity,EASIUR,Average,1304360
2011,Coast,Time-invariant,Mean,Climate,AP2,Marginal,2934387
2011,Coast,Time-invariant,Mean,Health,AP2,Marginal,1336235
2011,Coast,Time-invariant,Mean,Capacity,AP2,Marginal,3355784
2011,Coast,Time-invariant,Mean,Capacity,AP2,Average,3355784
2011,Coast,Time-invariant,Mean,Capacity,EASIUR,Marginal,3355784
2011,Coast,Time-invariant,Mean,Capacity,EASIUR,Average,3355784
2011,Coast,Time-invariant,P97.5,Climate,AP2,Marginal,4831187
2011,Coast,Time-invariant,P97.5,Health,AP2,Marginal,2199983
2011,Coast,Time-invariant,P97.5,Capacity,AP2,Marginal,5524976
2011,Coast,Time-invariant,P97.5,Capacity,AP2,Average,5524976
2011,Coast,Time-invariant,P97.5,Capacity,EASIUR,Marginal,5524976
2011,Coast,Time-invariant,P97.5,Capacity,EASIUR,Average,5524976
2011,Hills,Intra-day,P2.5,Climate,AP2,Marginal,6415646
2011,Hills,Intra-day,P2.5,Health,AP2,Marginal,2969688
2011,Hills,Intra-day,P2.5,Capacity,AP2,Marginal,9422019
2011,Hills,Intra-day,P2.5,Capacity,AP2,Average,9422019
2011,Hills,Intra-day,P2.5,Capacity,EASIUR,Marginal,9422019
2011,Hills,Intra-day,P2.5,Capacity,EASIUR,Average,9422019
2011,Hills,Intra-day,Mean,Climate,AP2,Marginal,9860276
2011,Hills,Intra-day,Mean,Health,AP2,Marginal,4547770
2011,Hills,Intra-day,Mean,Capacity,AP2,Marginal,13690280
2011,Hills,Intra-day,Mean,Capacity,AP2,Average,13690280
2011,Hills,Intra-day,Mean,Capacity,EASIUR,Marginal,13690280
2011,Hills,Intra-day,Mean,Capacity,EASIUR,Average,13690280
2011,Hills,Intra-day,P97.5,Climate,AP2,Marginal,13473363
2011,Hills,Intra-day,P97.5,Health,AP2,Marginal,6203168
2011,Hills,Intra-day,P97.5,Capacity,AP2,Marginal,18173442
2011,Hills,Intra-day,P97.5,Capacity,AP2,Average,18173442
2011,Hills,Intra-day,P97.5,Capacity,EASIUR,Marginal,18173442
2011,Hills,Intra-day,P97.5,Capacity,EASIUR,Average,18173442
2011,Hills,Time-invariant,P2.5,Climate,AP2,Marginal,6886816
2011,Hills,Time-invariant,P2.5,Health,AP2,Marginal,3144174
2011,Hills,Time-invariant,P2.5,Capacity,AP2,Marginal,8075078
2011,Hills,Time-invariant,P2.5,Capacity,AP2,Average,8075078
2011,Hills,Time-invariant,P2.5,Capacity,EASIUR,Marginal,8075078
2011,Hills,Time-invariant,P2.5,Capacity,EASIUR,Average,8075078
2011,Hills,Time-invariant,Mean,Climate,AP2,Marginal,9585208
2011,Hills,Time-invariant,Mean,Health,AP2,Marginal,4376124
2011,Hills,Time-invariant,Mean,Capacity,AP2,Marginal,11239055
2011,Hills,Time-invariant,Mean,Capacity,AP2,Average,11239055
2011,Hills,Time-invariant,Mean,Capacity,EASIUR,Marginal,11239055
2011,Hills,Time-invariant,Mean,Capacity,EASIUR,Average,11239055
2011,Hills,Time-invariant,P97.5,Climate,AP2,Marginal,12385936
2011,Hills,Time-invariant,P97.5,Health,AP2,Marginal,5654796
2011,Hills,Time-invariant,P97.5,Capacity,AP2,Marginal,14523024
2011,Hills,Time-invariant,P97.5,Capacity,AP2,Average,14523024
2011,Hills,Time-invariant,P97.5,Capacity,EASIUR,Marginal,14523024
2011,Hills,Time-invariant,P97.5,Capacity,EASIUR,Average,14523024
2011,Valley,Intra-day,P2.5,Climate,AP2,Marginal,9348042
2011,Valley,Intra-day,P2.5,Health,AP2,Marginal,4298447
2011,Valley,Intra-day,P2.5,Capacity,AP2,Marginal,11643020
2011,Valley,Intra-day,P2.5,Capacity,AP2,Average,11643020
2011,Valley,Intra-day,P2.5,Capacity,EASIUR,Marginal,11643020
2011,Valley,Intra-day,P2.5,Capacity,EASIUR,Average,11643020
2011,Valley,Intra-day,Mean,Climate,AP2,Marginal,13676040
2011,Valley,Intra-day,Mean,Health,AP2,Marginal,6284419
2011,Valley,Intra-day,Mean,Capacity,AP2,Marginal,16963603
2011,Valley,Intra-day,Mean,Capacity,AP2,Average,16963603
2011,Valley,Intra-day,Mean,Capacity,EASIUR,Marginal,16963603
2011,Valley,Intra-day,Mean,Capacity,EASIUR,Average,16963603
2011,Valley,Intra-day,P97.5,Climate,AP2,Marginal,18156535
2011,Valley,Intra-day,P97.5,Health,AP2,Marginal,8340524
2011,Valley,Intra-day,P97.5,Capacity,AP2,Marginal,22477102
2011,Valley,Intra-day,P97.5,Capacity,AP2,Average,22477102
2011,Valley,Intra-day,P97.5,Capacity,EASIUR,Marginal,22477102
2011,Valley,Intra-day,P97.5,Capacity,EASIUR,Average,22477102
2011,Valley,Time-invariant,P2.5,Climate,AP2,Marginal,9755092
2011,Valley,Time-invariant,P2.5,Health,AP2,Marginal,4463310
2011,Valley,Time-invariant,P2.5,Capacity,AP2,Marginal,11562125
2011,Valley,Time-invariant,P2.5,Capacity,AP2,Average,11562125
2011,Valley,Time-invariant,P2.5,Capacity,EASIUR,Marginal,11562125
2011,Valley,Time-invariant,P2.5,Capacity,EASIUR,Average,11562125
2011,Valley,Time-invariant,Mean,Climate,AP2,Marginal,13533494
2011,Valley,Time-invariant,Mean,Health,AP2,Marginal,6192066
2011,Valley,Time-invariant,Mean,Capacity,AP2,Marginal,16040438
2011,Valley,Time-invariant,Mean,Capacity,AP2,Average,16040438
2011,Valley,Time-invariant,Mean,Capacity,EASIUR,Marginal,16040438
2011,Valley,Time-invariant,Mean,Capacity,EASIUR,Average,16040438
2011,Valley,Time-invariant,P97.5,Climate,AP2,Marginal,17427270
2011,Valley,Time-invariant,P97.5,Health,AP2,Marginal,7973610
2011,Valley,Time-invariant,P97.5,Capacity,AP2,Marginal,20655497
2011,Valley,Time-invariant,P97.5,Capacity,AP2,Average,20655497
2011,Valley,Time-invariant,P97.5,Capacity,EASIUR,Marginal,20655497
2011,Valley,Time-invariant,P97.5,Capacity,EASIUR,Average,20655497
2017,Full dataset,Intra-day,P2.5,Climate,AP2,Marginal,21584809
2017,Full dataset,Intra-day,P2.5,Health,AP2,Marginal,7953016
2017,Full dataset,Intra-day,P2.5,Capacity,AP2,Marginal,27397856
2017,Full dataset,Intra-day,P2.5,Capacity,AP2,Average,27397856
2017,Full dataset,Intra-day,P2.5,Capacity,EASIUR,Marginal,27397856
2017,Full dataset,Intra-day,P2.5,Capacity,EASIUR,Average,27397856
2017,Full dataset,Intra-day,Mean,Climate,AP2,Marginal,27760113
2017,Full dataset,Intra-day,Mean,Health,AP2,Marginal,10217648
2017,Full dataset,Intra-day,Mean,Capacity,AP2,Marginal,34632769
2017,Full dataset,Intra-day,Mean,Capacity,AP2,Average,34632769
2017,Full dataset,Intra-day,Mean,Capacity,EASIUR,Marginal,34632769
2017,Full dataset,Intra-day,Mean,Capacity,EASIUR,Average,34632769
2017,Full dataset,Intra-day,P97.5,Climate,AP2,Marginal,34097282
2017,Full dataset,Intra-day,P97.5,Health,AP2,Marginal,12541625
2017,Full dataset,Intra-day,P97.5,Capacity,AP2,Marginal,42063092
2017,Full dataset,Intra-day,P97.5,Capacity,AP2,Average,42063092
2017,Full dataset,Intra-day,P97.5,Capacity,EASIUR,Marginal,42063092
2017,Full dataset,Intra-day,P97.5,Capacity,EASIUR,Average,42063092
2017,Full dataset,Time-invariant,P2.5,Climate,AP2,Marginal,21943523
2017,Full dataset,Time-invariant,P2.5,Health,AP2,Marginal,8044839
2017,Full dataset,Time-invariant,P2.5,Capacity,AP2,Marginal,24556222
2017,Full dataset,Time-invariant,P2.5,Capacity,AP2,Average,24556222
2017,Full dataset,Time-invariant,P2.5,Capacity,EASIUR,Marginal,24556222
2017,Full dataset,Time-invariant,P2.5,Capacity,EASIUR,Average,24556222
2017,Full dataset,Time-invariant,Mean,Climate,AP2,Marginal,27189630
2017,Full dataset,Time-invariant,Mean,Health,AP2,Marginal,9968145
2017,Full dataset,Time-invariant,Mean,Capacity,AP2,Marginal,30426955
2017,Full dataset,Time-invariant,Mean,Capacity,AP2,Average,30426955
2017,Full dataset,Time-invariant,Mean,Capacity,EASIUR,Marginal,30426955
2017,Full dataset,Time-invariant,Mean,Capacity,EASIUR,Average,30426955
2017,Full dataset,Time-invariant,P97.5,Climate,AP2,Marginal,32551947
2017,Full dataset,Time-invariant,P97.5,Health,AP2,Marginal,11934054
2017,Full dataset,Time-invariant,P97.5,Capacity,AP2,Marginal,36427735
2017,Full dataset,Time-invariant,P97.5,Capacity,AP2,Average,36427735
2017,Full dataset,Time-invariant,P97.5,Capacity,EASIUR,Marginal,36427735
2017,Full dataset,Time-invariant,P97.5,Capacity,EASIUR,Average,36427735
2017,Summer,Intra-day,P2.5,Climate,AP2,Marginal,8089551
2017,Summer,Intra-day,P2.5,Health,AP2,Marginal,3109669
2017,Summer,Intra-day,P2.5,Capacity,AP2,Marginal,34135110
2017,Summer,Intra-day,P2.5,Capacity,AP2,Average,34135110
2017,Summer,Intra-day,P2.5,Capacity,EASIUR,Marginal,34135110
2017,Summer,Intra-day,P2.5,Capacity,EASIUR,Average,34135110
2017,Summer,Intra-day,Mean,Climate,AP2,Marginal,10966659
2017,Summer,Intra-day,Mean,Health,AP2,Marginal,4208056
2017,Summer,Intra-day,Mean,Capacity,AP2,Marginal,45211557
2017,Summer,Intra-day,Mean,Capacity,AP2,Average,45211557
2017,Summer,Intra-day,Mean,Capacity,EASIUR,Marginal,45211557
2017,Summer,Intra-day,Mean,Capacity,EASIUR,Average,45211557
2017,Summer,Intra-day,P97.5,Climate,AP2,Marginal,13945455
2017,Summer,Intra-day,P97.5,Health,AP2,Marginal,5345237
2017,Summer,Intra-day,P97.5,Capacity,AP2,Marginal,56688065
2017,Summer,Intra-day,P97.5,Capacity,AP2,Average,56688065
2017,Summer,Intra-day,P97.5,Capacity,EASIUR,Marginal,56688065
2017,Summer,Intra-day,P97.5,Capacity,EASIUR,Average,56688065
2017,Summer,Time-invariant,P2.5,Climate,AP2,Marginal,8126184
2017,Summer,Time-invariant,P2.5,Health,AP2,Marginal,3102320
2017,Summer,Time-invariant,P2.5,Capacity,AP2,Marginal,30079504
2017,Summer,Time-invariant,P2.5,Capacity,AP2,Average,30079504
2017,Summer,Time-invariant,P2.5,Capacity,EASIUR,Marginal,30079504
2017,Summer,Time-invariant,P2.5,Capacity,EASIUR,Average,30079504
2017,Summer,Time-invariant,Mean,Climate,AP2,Marginal,10626233
2017,Summer,Time-invariant,Mean,Health,AP2,Marginal,4056759
2017,Summer,Time-invariant,Mean,Capacity,AP2,Marginal,39333569
2017,Summer,Time-invariant,Mean,Capacity,AP2,Average,39333569
2017,Summer,Time-invariant,Mean,Capacity,EASIUR,Marginal,39333569
2017,Summer,Time-invariant,Mean,Capacity,EASIUR,Average,39333569
2017,Summer,Time-invariant,P97.5,Climate,AP2,Marginal,13202734
2017,Summer,Time-invariant,P97.5,Health,AP2,Marginal,5040386
2017,Summer,Time-invariant,P97.5,Capacity,AP2,Marginal,48870625
2017,Summer,Time-invariant,P97.5,Capacity,AP2,Average,48870625
2017,Summer,Time-invariant,P97.5,Capacity,EASIUR,Marginal,48870625
2017,Summer,Time-invariant,P97.5,Capacity,EASIUR,Average,48870625
2017,Winter,Intra-day,P2.5,Climate,AP2,Marginal,13217166
2017,Winter,Intra-day,P2.5,Health,AP2,Marginal,4845247
2017,Winter,Intra-day,P2.5,Capacity,AP2,Marginal,23217581
2017,Winter,Intra-day,P2.5,Capacity,AP2,Average,23217581
2017,Winter,Intra-day,P2.5,Capacity,EASIUR,Marginal,23217581
2017,Winter,Intra-day,P2.5,Capacity,EASIUR,Average,23217581
2017,Winter,Intra-day,Mean,Climate,AP2,Marginal,17522711
2017,Winter,Intra-day,Mean,Health,AP2,Marginal,6418418
2017,Winter,Intra-day,Mean,Capacity,AP2,Marginal,30377465
2017,Winter,Intra-day,Mean,Capacity,AP2,Average,30377465
2017,Winter,Intra-day,Mean,Capacity,EASIUR,Marginal,30377465
2017,Winter,Intra-day,Mean,Capacity,EASIUR,Average,30377465
2017,Winter,Intra-day,P97.5,Climate,AP2,Marginal,21949163
2017,Winter,Intra-day,P97.5,Health,AP2,Marginal,8035775
2017,Winter,Intra-day,P97.5,Capacity,AP2,Marginal,37745638
2017,Winter,Intra-day,P97.5,Capacity,AP2,Average,37745638
2017,Winter,Intra-day,P97.5,Capacity,EASIUR,Marginal,37745638
2017,Winter,Intra-day,P97.5,Capacity,EASIUR,Average,37745638
2017,Winter,Time-invariant,P2.5,Climate,AP2,Marginal,13707095
2017,Winter,Time-invariant,P2.5,Health,AP2,Marginal,5005508
2017,Winter,Time-invariant,P2.5,Capacity,AP2,Marginal,21719790
2017,Winter,Time-invariant,P2.5,Capacity,AP2,Average,21719790
2017,Winter,Time-invariant,P2.5,Capacity,EASIUR,Marginal,21719790
2017,Winter,Time-invariant,P2.5,Capacity,EASIUR,Average,21719790
2017,Winter,Time-invariant,Mean,Climate,AP2,Marginal,17295175
2017,Winter,Time-invariant,Mean,Health,AP2,Marginal,6315791
2017,Winter,Time-invariant,Mean,Capacity,AP2,Marginal,27405338
2017,Winter,Time-invariant,Mean,Capacity,AP2,Average,27405338
2017,Winter,Time-invariant,Mean,Capacity,EASIUR,Marginal,27405338
2017,Winter,Time-invariant,Mean,Capacity,EASIUR,Average,27405338
2017,Winter,Time-invariant,P97.5,Climate,AP2,Marginal,20966650
2017,Winter,Time-invariant,P97.5,Health,AP2,Marginal,7656527
2017,Winter,Time-invariant,P97.5,Capacity,AP2,Marginal,33223030
2017,Winter,Time-invariant,P97.5,Capacity,AP2,Average,33223030
2017,Winter,Time-invariant,P97.5,Capacity,EASIUR,Marginal,33223030
2017,Winter,Time-invariant,P97.5,Capacity,EASIUR,Average,33223030
2017,Coast,Intra-day,P2.5,Climate,AP2,Marginal,1039559
2017,Coast,Intra-day,P2.5,Health,AP2,Marginal,383230.5
2017,Coast,Intra-day,P2.5,Capacity,AP2,Marginal,2152750
2017,Coast,Intra-day,P2.5,Capacity,AP2,Average,2152750
2017,Coast,Intra-day,P2.5,Capacity,EASIUR,Marginal,2152750
2017,Coast,Intra-day,P2.5,Capacity,EASIUR,Average,2152750
2017,Coast,Intra-day,Mean,Climate,AP2,Marginal,3211695
2017,Coast,Intra-day,Mean,Health,AP2,Marginal,1178786
2017,Coast,Intra-day,Mean,Capacity,AP2,Marginal,4688528
2017,Coast,Intra-day,Mean,Capacity,AP2,Average,4688528
2017,Coast,Intra-day,Mean,Capacity,EASIUR,Marginal,4688528
2017,Coast,Intra-day,Mean,Capacity,EASIUR,Average,4688528
2017,Coast,Intra-day,P97.5,Climate,AP2,Marginal,5528998
2017,Coast,Intra-day,P97.5,Health,AP2,Marginal,2027491
2017,Coast,Intra-day,P97.5,Capacity,AP2,Marginal,7400078
2017,Coast,Intra-day,P97.5,Capacity,AP2,Average,7400078
2017,Coast,Intra-day,P97.5,Capacity,EASIUR,Marginal,7400078
2017,Coast,Intra-day,P97.5,Capacity,EASIUR,Average,7400078
2017,Coast,Time-invariant,P2.5,Climate,AP2,Marginal,1194621
2017,Coast,Time-invariant,P2.5,Health,AP2,Marginal,437578.9
2017,Coast,Time-invariant,P2.5,Capacity,AP2,Marginal,1304360
2017,Coast,Time-invariant,P2.5,Capacity,AP2,Average,1304360
2017,Coast,Time-invariant,P2.5,Capacity,EASIUR,Marginal,1304360
2017,Coast,Time-invariant,P2.5,Capacity,EASIUR,Average,1304360
2017,Coast,Time-invariant,Mean,Climate,AP2,Marginal,3073452
2017,Coast,Time-invariant,Mean,Health,AP2,Marginal,1125778
2017,Coast,Time-invariant,Mean,Capacity,AP2,Marginal,3355784
2017,Coast,Time-invariant,Mean,Capacity,AP2,Average,3355784
2017,Coast,Time-invariant,Mean,Capacity,EASIUR,Marginal,3355784
2017,Coast,Time-invariant,Mean,Capacity,EASIUR,Average,3355784
2017,Coast,Time-invariant,P97.5,Climate,AP2,Marginal,5060145
2017,Coast,Time-invariant,P97.5,Health,AP2,Marginal,1853486
2017,Coast,Time-invariant,P97.5,Capacity,AP2,Marginal,5524976
2017,Coast,Time-invariant,P97.5,Capacity,AP2,Average,5524976
2017,Coast,Time-invariant,P97.5,Capacity,EASIUR,Marginal,5524976
2017,Coast,Time-invariant,P97.5,Capacity,EASIUR,Average,5524976
2017,Hills,Intra-day,P2.5,Climate,AP2,Marginal,6758880
2017,Hills,Intra-day,P2.5,Health,AP2,Marginal,2499028
2017,Hills,Intra-day,P2.5,Capacity,AP2,Marginal,9422019
2017,Hills,Intra-day,P2.5,Capacity,AP2,Average,9422019
2017,Hills,Intra-day,P2.5,Capacity,EASIUR,Marginal,9422019
2017,Hills,Intra-day,P2.5,Capacity,EASIUR,Average,9422019
2017,Hills,Intra-day,Mean,Climate,AP2,Marginal,10373262
2017,Hills,Intra-day,Mean,Health,AP2,Marginal,3824051
2017,Hills,Intra-day,Mean,Capacity,AP2,Marginal,13690280
2017,Hills,Intra-day,Mean,Capacity,AP2,Average,13690280
2017,Hills,Intra-day,Mean,Capacity,EASIUR,Marginal,13690280
2017,Hills,Intra-day,Mean,Capacity,EASIUR,Average,13690280
2017,Hills,Intra-day,P97.5,Climate,AP2,Marginal,14164432
2017,Hills,Intra-day,P97.5,Health,AP2,Marginal,5213850
2017,Hills,Intra-day,P97.5,Capacity,AP2,Marginal,18173442
2017,Hills,Intra-day,P97.5,Capacity,AP2,Average,18173442
2017,Hills,Intra-day,P97.5,Capacity,EASIUR,Marginal,18173442
2017,Hills,Intra-day,P97.5,Capacity,EASIUR,Average,18173442
2017,Hills,Time-invariant,P2.5,Climate,AP2,Marginal,7222565
2017,Hills,Time-invariant,P2.5,Health,AP2,Marginal,2646593
2017,Hills,Time-invariant,P2.5,Capacity,AP2,Marginal,8075078
2017,Hills,Time-invariant,P2.5,Capacity,AP2,Average,8075078
2017,Hills,Time-invariant,P2.5,Capacity,EASIUR,Marginal,8075078
2017,Hills,Time-invariant,P2.5,Capacity,EASIUR,Average,8075078
2017,Hills,Time-invariant,Mean,Climate,AP2,Marginal,10052509
2017,Hills,Time-invariant,Mean,Health,AP2,Marginal,3683581
2017,Hills,Time-invariant,Mean,Capacity,AP2,Marginal,11239055
